scheme_slug,scheme_name,faq_number,question,answer
vea,Vegetable Area Expansion,6,How are proposals for state-sponsored schemes processed?,"Applications are sent from the Horticulture Mobile Squad Centre to the district level and then to the Directorate. After approval, work orders are issued to the districts according to the Government Order."
vea,Vegetable Area Expansion,7,How will a farmer know if their proposal is approved?,The district officer sends an acceptance letter and informs the farmer by phone once the proposal is approved.
vep,Vocational Education Programme,1,Which classes are covered under this programme?,Students studying in classes 9 to 12 are covered under this programme.
vep,Vocational Education Programme,2,Who is eligible for vocational education under this scheme?,All students studying in classes 9 to 12 in selected government secondary schools of Uttarakhand are eligible.
vep,Vocational Education Programme,3,What are the sectors offered under the programme?,There are 08 sectors approved by the Government of India under NSQF where students receive vocational education and training.
vep,Vocational Education Programme,4,How many schools are selected under this scheme?,The programme is being implemented in 200 selected government secondary schools across Uttarakhand.
vep,Vocational Education Programme,5,Can students from other schools apply for vocational courses?,"Yes. However, they must take admission in a government secondary school where vocational education courses are offered."
vep,Vocational Education Programme,6,Is there a separate application process for vocational education?,No. Students can choose vocational education as a subject like any other subject. No separate application is required.
vep,Vocational Education Programme,7,Are any documents required for opting for vocational education?,No. Students do not need to submit any additional documents to select vocational education as a subject.
vetls,Vocational Education and Training Loan Scheme,1,What is the age criteria to apply?,The candidate should attain a minimum age of 18 years upon completion of the course. The upper age limit is up to 50 years.
vetls,Vocational Education and Training Loan Scheme,2,What are the expenses to be considered for Vocational Education and Training Course?,"Admission/Tution fee | Examination, Library, Laboratory Fee | Caution Deposit | Purchase of Books, Equipments, Instruments | Boarding & Lodging | Insurance for loan amount | Any other reasonable expenses found necessary for the completion of the course certified by the vocational education & training institute."
vetls,Vocational Education and Training Loan Scheme,3,In how much time will the loan have to be repaid?,The loan will have to be repaid for up to 7 years.
vetls,Vocational Education and Training Loan Scheme,4,What is rate of interest of the loan?,"NSKFDC shall charge interest at 1% per annum from the channeling agency, which, in turn, shall charge 4% per annum from the beneficiaries. In the case of women, an interest rebate of 0.5% shall be provided."
vetls,Vocational Education and Training Loan Scheme,5,What is the course eligiblity?,Vocational Education & Training courses of duration of minimum 6 months and upto 2 years run or supported by Ministry/Department/Organization of the Government or a Company/Society/Organization supported by a National Skill Development Corporation or State Skills/Mission/State Skill Corporations.
vetls,Vocational Education and Training Loan Scheme,6,What is the eligiblity criteria?,"The person should be from the target group of NSKFDC. | The person should have secured admission in a course run or supported by a Ministry/Deptt./Organization of the Government or a Company/Society/Organization supported by National Skill Development Corporation or State Skill Missions/State Skill Corporations, preferably leading to a Certificate/Diploma/Degree etc. Issued by a Government Organization or an Organization recognized/authorized by the Government to do so."
vfas,Vidyasiri food And Accommodation Scholarship Scheme,1,What is the Vidyasiri-Food and Accommodation Scholarship Scheme?,Vidyasiri-Food and Accommodation Scholarship Scheme is a government initiative in Karnataka that provides financial assistance to students belonging to backward classes pursuing post-matric courses to support their food and accommodation expenses.
vfas,Vidyasiri food And Accommodation Scholarship Scheme,2,Who is eligible for this scholarship?,"Students who are citizens of India, permanent residents of Karnataka, and belong to backward classes listed by the Government of India or the State Government are eligible. They must be pursuing post-matric courses in recognized institutions and have not secured admission in any departmental or government-funded student hostel."
vfas,Vidyasiri food And Accommodation Scholarship Scheme,3,How much stipend is provided under this scheme?,"Eligible students receive a monthly stipend of Rs. 1,500 for a period of 10 months, amounting to a total of Rs. 15,000 per academic year."
vfas,Vidyasiri food And Accommodation Scholarship Scheme,4,How are the grants allocated under this scheme?,"The grants are allocated based on category-wise reservations, with a certain percentage allocated to each category: Category-1 (15%), Category-2A (53%), Category-3A (14%), and Category-3B (18%)."
vfas,Vidyasiri food And Accommodation Scholarship Scheme,5,How can I apply for the Vidyasiri-Food and Accommodation Scholarship Scheme?,The application process is online. You need to submit your application through the SSP software and also submit the required documents to your college.
vfas,Vidyasiri food And Accommodation Scholarship Scheme,6,What are the eligibility criteria for fresh and renewal students?,"Fresh students from Category-1 must have secured a minimum of 40% marks in the previous year's annual examination, while those from Category-2A, 3A, and 3B must have secured a minimum of 50% marks. For renewal students, the minimum marks required are 50% for Category-1 and 60% for Category-2A, 3A, and 3B."
vfas,Vidyasiri food And Accommodation Scholarship Scheme,7,Can I apply if I have changed courses more than once?,"No, students who have changed courses more than once are not eligible for this scheme."
vfas,Vidyasiri food And Accommodation Scholarship Scheme,8,Can male students from the same family apply?,"Only two male members from the same family are eligible for the scheme, except for girls who are not subject to this restriction."
vfmbs,Vyasakabi Fakir Mohan Bhasabruti Scholarship,1,"Which Department Manages The ""Vyasakabi Fakir Mohan Bhasabruti Scholarship"" Scheme?","The Vyasakabi Fakir Mohan Bhasabruti Scholarship"" Scheme is managed by the Higher Education Department, Government of Odisha."
vfmbs,Vyasakabi Fakir Mohan Bhasabruti Scholarship,2,What Is The Maximum Amount Of Financial Assistance Available Through This Scheme?,"This is a one-time scholarship of [?] 20,000/- per student."
vfmbs,Vyasakabi Fakir Mohan Bhasabruti Scholarship,3,How Many Scholarships Shall Be Awarded In 2023?,"There are 1500 scholarships awarded every year out of which 1200 are for the ""Students studying UG with Odia Honours"" Category, and 300 are for the ""Students studying PG in Odia"" Category."
vfmbs,Vyasakabi Fakir Mohan Bhasabruti Scholarship,4,What Shall Be The Duration Of The Scholarship?,The scholarship shall be for the complete duration of the course.
vfmbs,Vyasakabi Fakir Mohan Bhasabruti Scholarship,5,Is The Number Of Scholarships Subject To Change?,"No, there are 1500 scholarships awarded every year out of which 1200 are for the ""Students studying UG with Odia Honours"" Category, and 300 are for the ""Students studying PG in Odia"" Category."
vfmbs,Vyasakabi Fakir Mohan Bhasabruti Scholarship,6,What Shall Be The Mode Of Disbursement For The Scholarship?,The scholarship will be paid to the selected students by the Higher Education Department through DBT (Direct Benefit Transfer) mode and will be transferred to the Bank account of the beneficiaries.
